imdbid,videoid,description
tt0068673,6JTplpmC6AA,Brenner takes out Roughhouse by trapping him at the end of an alley with his car.
tt0118900,cpO3ALFscmQ,Divinci and Rodriguez convince Joe that he committed their crime.
tt0089348,UvpLAMfYgJ8,Rostov blows up Hunter's house.
tt0118900,2Rlao83KneM,Rodriguez freaks out when he finds out Divinci used the gun from another murder case.
tt0118900,e0fFbNV1ySY,Divinci confirms his suspicions that Rodriguez has turned on him and has been recording their conversation.
tt0068673,5iyXb_jNvgc,"Hammer, Davis, and Bruiser run in and save the professor."
tt0068673,S01OvbVQhGc,"When Sonny and his men try to heckle Hammer, he shows them who's boss."
tt0118900,kWPc7z2IMkA,"After being on the run for four months, Divinci goes after Cynthia for confessing the truth."
tt0118900,p12YiRom_Kw,"Divinci coaches Rodriguez through their mistake of killing an undercover cop, convincing him it will be easy to cover up."
tt0048254,6HH44dvOLJw,"Gloria seduces Vincent to stall for time, enabling Davey to escape."
tt0048254,nH40NtYdL-U,Vincent and one of his thugs pursue Davey across the rooftops.
tt0089348,E5zvQmTrzVU,"Hunter traps the Russians, and they try to flee."
tt0048254,KzSRd6xpR04,"On his way out of town, Davey reunites with Gloria at the train station."
tt0068673,wzJObNk-flo,Henry manages to escape the police in a fiery junk yard.
tt0071706,6bn4rdEiqg0,Nicholas receives ransom instructions from Juggernaut while McCleod chases down the call.
tt0118900,0WuMU0zi02w,"Already distressed from just having ratted out his partner, Rodriguez comes home to find his bookie waiting for him."
tt0048254,jfYvV2tBEz0,"Davey holds Vincent at gunpoint to rescue Gloria, but Vincent's thugs turn the tables."
tt0089348,QdIw0bzY3oc,Hunter blows up two guerillas behind a wall and Rostov comes after him.
tt0048254,grlDMsiQ2Yc,Vincent and Davey face off in a fight to the death at a mannequin factory.
tt0048254,f1Nh9DlkZ1w,Davey wakes from a nightmare to the screams of Gloria being attacked by Vincent in her apartment.
tt0089348,GxcZL7EM5Zo,Hunter confronts Rostov and blows him away.
tt0068673,bBeHRwjwKk8,Brenner makes The Professor a proposition for his fighter.
tt0089348,HrFmuAN50BA,Hunter uses extreme force -- and a knife and a hand grenade -- to get information about Rostov's whereabouts.
tt0071706,wZheb1gbe58,Corrigan is confronted by a passenger who wants to know why they are traveling in circles.
tt0071706,ghNPXViyQoU,Brunel calls Porter who tells him that they are not going to pay the ransom.
tt0089348,SN39w-Bnlgg,Hunter saves a church from the Russian terrorists.
tt0068673,w1pIFZb7480,Hammer trains for his upcoming fight with help from Professor.
tt0089348,ITEod2_WHoU,Rostov brutally destroys homes in a suburban neighborhood.
tt0071706,C-7X5i_EQPE,McCleod questions O'Neill who refuses to tell him anything.
tt0068673,jTRa22j4OUk,Henry is incapacitated after Brenner and his men give him a strong injection.
tt0109913,d8Ff_W4-4VE,"After Max and Ely share their first kiss, Max learns that Ely has a girlfriend in Seattle."
tt0109913,kuQQoH9skXc,Ely and Max contemplate going to the movies after their third friend flakes out at the last minute.
tt0071706,vozS5ppNzAM,Azad save a little girl trapped behind sealed doors when the bomb team begins their work.
tt0071706,VWWchm35s-Y,Porter makes it very clear to Curtain that he is going to go against the government's wishes and pay the ransom money.
tt0109913,KVncpZkleFc,Daria's sexuality is questioned by her lesbian friends because she had sex with a man.
tt0089348,whUo8sI5OuY,Hunter saves a school bus full of singing children from a bomb that the terrorists plant.
tt0089348,BTVWvOpPkIo,Hunter warns Rostov of his impending doom via television.
tt0071706,7L0xuL1thp4,Fallon disarms a bomb and receives a call from an admiral.
tt0071706,xpSqCE8wCOU,"While trying to diffuse one of the bombs, Charlie blows himself up leaving Fallon to give up hope."
tt0251114,w610fTL5O-A,Lt. Hart comes across an unusual checkpoint.
tt0251114,qA73y2w3WUc,Lt. Hart offers evidence that proves the killer was white.
tt0071706,FwHnNe_ItOY,"When word comes that negotiations have broken down,"" Brunel tries to convince a drunk Fallon to go back to the bombs."
tt0068673,Tzt-axwwOUY,"When a black militant party member questions Hammer's authenticity, he puts him in his place."
tt0251114,Ih-_ZmPZ1x8,Hart confronts McNamara about the tunnel.
tt0071706,qh1KCsqqHFY,Fallon has a hunch and takes a gamble on cutting a wire.
tt0085672,jPSjDk0CM68,Hercules defeats a group of wrestlers using a huge log.
tt0102005,_F4WjvMnL6Y,"The Marlboro Man gets pulled over for speeding on his motorcycle, and is intimately frisked by a sexy female cop."
tt0251114,_hX3fkzGrxk,"After a friendly fire attack, the prisoners scramble to spell ""P.O.W."" to the fighter planes overhead."
tt0089348,iRmtQ5DlvuQ,Hunter drives a truck into a mall and window shops for some terrorists.
tt0071706,nXoPEmh39ls,"Down to the last second, Sidney tells Fallon to cut the blue wire."
tt0089348,tLiJueTgu44,"Dressed in disguise, Rostov pretends to welcome a boat of refugees while really interested in the goods below deck."
tt0251114,HLxJLrrC5mE,Staff Sgt. Bedford finds the consequences for throwing bread across the fence to the Russians.
tt0071706,mTYwZEhFwu0,Nicholas receives a call at home from a man telling him that the Brittanic is rigged with bombs.
tt0102005,gNEB3vRczjA,The Marlboro Man and Harley Davidson deal with complications during the bank robbery.
tt0102005,44-8o-jEDB0,"With nowhere else to go, the Marlboro Man and Harley Davidson take a leap off the building into the pool below."
tt0251114,ohnhJ6gyLhk,Lt. Scott and Archer are introduced to Barracks 27.
tt0102005,kItLDGtPMMI,Harley Davidson gives the Marlboro Man a gun for his birthday.
tt0251114,8I_QMs_Mjb0,Col. Visser gives some unexpected help to Lt. Hart which could greatly help his client.
tt0102005,OK_v02xShhs,Harley Davidson knocks out two men trying to rob a convenience store and in return gets to pump all the gas he wants.
tt0102005,cpQQpn89mEs,Harley Davidson takes on Jack Daniels in a bar fight.
tt0048254,8dPqVrwBp7s,"Gloria picks up her last paycheck from work, but Davey misses out on his pay when his manager gets robbed by some thugs."
tt0048254,QgdvS-09ygk,"Davey and Gloria kiss for the first time, but when he says he loves her, she questions his sincerity."
tt0251114,OZNLJj4pJsw,Col. McNamara and Col. Visser discuss the war and the future.
tt0251114,oub2YWXPV6g,Col. McNamara and his men salute Russian prisoners when they are hanged by the Germans.
tt0048254,60PDxhI6y4g,"Davey and Gloria leave their apartments at the same time, and Gloria is picked up by her boss Vincent."
tt0102005,AesICMoanS0,The Marlboro Man and Harley Davidson prepare for a shootout against Alexander and his men.
tt0071746,SyXqFhSPWBg,"Having cheated on Honey, Lenny implores the men in the audience to always ""deny it."""
tt0071746,LWkbKaDHXbw,"Lenny gives a routine about doing it"" after sleeping with Honey for the first time."
tt0048254,URvrDySPc4U,Gloria and Vincent watch on television as Davey loses his fight against Kid Rodriguez.
tt0048254,0XzQX-i3y_I,Davey tucks Gloria in and she tells him about the attack by Vincent.
tt0104765,vH8nss4M93g,"A road block causes Lurene to panic and run, leaving Paul to be arrested."
tt0104765,xLIEyHRfbv4,Lurene tells Ray of her plan to attend the President's funeral.
tt0071746,a2lb_3-fYFc,"Lenny is hauled off to jail after an ""obscenity"" plagued monologue."
tt0104765,6kdms5umbhA,"Paul tries to leave Lurene at a gas station, but she insists he owes her a ride to the funeral."
tt0071746,4QsATC7VdUk,Lenny begs the Judge to let him do his act for the court.
tt0104765,zvgXyU1STYI,Lurene accuses Paul of kidnapping Jonell.
tt0104765,XGkwMwwlTLQ,"Paul storms off when Lurene implies their problems are similar, and then he returns to the barn and kisses her."
tt0104765,DSoLhO7jVzk,"Lurene strikes up a conversation with Paul, to the disapproval of the other bus passengers."
tt0071746,2J4gviivSJU,Lenny performs an on stage bit about lesbians to get back at his wife.
tt0104765,vK7tEsNZtFs,Lurene misses her chance to shake hands with Jackie Kennedy at Love Field in Dallas.
tt0071746,o_6VSJ_RjkE,Lenny tries to diffuse the power of racial slurs by overusing them on stage.
tt0071746,fXcQVdBqtaY,"Lenny praises stag movies, then gets into a car accident with Honey"
tt0104765,2fkfpdMG-KQ,"Sensing a panic in the streets, Lurene discovers that President Kennedy has been shot."
tt0071746,vBhBkvkofjk,"Strung out on heroin, Lenny flails on stage."
tt0071746,2i-3w7WnPiU,"Audio of Lenny's ""to cum"" bit is played in the courtroom."
tt0104765,YjwB9d1tpJE,Paul returns from prison and reconciles with the recently divorced Lurene.
tt0070379,OopV0xphrrA,Johnny Boy and Charlie discuss money and which girl they want to take home.
tt0104765,HdaBcsWogXE,Lurene calls Ray for some money and hangs up on him when he says she needs help.
tt0104765,d-2r0wMjfrY,"The police catch up with Lurene and Jonell, but after she's placed in the cruiser, Lurene finally gets a glimpse of the First Lady."
tt0283897,F6Y4Vd970zw,"ohn risks life and limb to track down his daughter's birthday gift, even though he knows he's being watched and hunted by his enemies."
tt0373469,MPDs_ZJMc90,Harry has an emotional breakdown after a dog steals his severed finger.
tt0070379,qkGDaroLl_M,Charlie parties until he passes out.
tt0070379,EpD-Hu37w5k,"When Charlie drives to Brooklyn, Johnny Boy gets shot by Jimmy Shorts."
tt0105690,rba9NiqG9PI,Ryback neutralizes several terrorists using hand-to-hand combat.
tt0086999,HkDkImVLQGc,Ozone tries to negotiate a truce with the Electros to no avail.
tt0105690,t69ZfcWPZFY,Casey fights back against the terrorists while taking a call from the Pentagon.
tt0438488,2zGJ_oOECv4,"After stepping on a land mine, the resistance discovers who Marcus Wright really is."
tt0373469,XQdxHzDK12o,"Harry hits on an attractive woman in a bar and discovers that she is his long lost friend from childhood, Harmony."
tt0373469,jF9GE50ioFo,"After discovering a woman's corpse in his bathroom, Harry and Gay Perry must move it before the cops arrive."
tt0059825,KQcLnNoYMWU,Labiche stands guard as the resistance fighters paint the train white to denote the cars containing artwork.
tt0091055,21GAl13VImg,"At first in complete awe, the team celebrates when they find a mountain of gold."
tt0091055,yBxr5ACMH5U,Max calls Leo a sissy and Patricia a fruitcake.
tt0091055,SV73jXKrQ80,Leo masquerades as a Priest and fakes the last rights to a dying man.
tt0295289,yXcVX57I2JU,Paul gives an agonizing presentation in front of his co-workers while he starts to realize a heavily growing itch in his crotch.
tt0052896,MyINcc8SDd4,Shirl compares Tony to a kiwi bird - all talk and no action.
tt0295289,6-L8WG51noY,Jim tries to play it cool in front of Paul but Tonya blows his cover when she reveals their couple pet names.
tt0295289,p8t_xV4Lf0A,Ray accuses Paul of sleeping with his girlfriend and proceeds to dump food all over him and throw him in a dumpster.
tt0295289,LKVcX3959I0,"Paul gets Becky out before Karen can see her, but he has a little trouble thinking of a place to hide Becky's Hawaiian bikini underwear."
tt0295289,2fWpPZaxmM8,Pete gets Paul worried about his indiscretion with Becky while they are tux shopping.
tt0070379,p92CKGAeQUY,Johnny Boy disrespects Michael by refusing to pay him back.
tt0070379,MIGDyLqwY7Y,"When Johnny Boy and Charlie get busted for brawling, the arresting officer shakes them down."
tt0070379,Si5R7-KZWFY,Teresa asks Charlie about his likes and dislikes.
tt0070379,E0wfFdGnwx0,"Tony kicks a junkie out of his bar, while Michael makes a poor business decision."
tt0070379,_DbFZkXD8WA,"Johnny Boy, Charlie, and Michael flee from Tony's bar after a shooting."
tt0070379,BS-6KavRfww,A guy with a gun shoots a drunk in the restroom.
tt0070379,7xt32rq7iD8,Johnny Boy blows up a mailbox while Charlie goes to church to contemplate his spirituality.
tt0096769,reQPn8oDC2c,"Kevin, anticipating an attack, accidentally beheads Joan at the surprise birthday party she planned for him."
tt0049414,kHRSh7JOKxo,"Gordon reveals to Ellen that Dwight's death was not suicide, but murder."
tt0096769,TPQeRElxu2o,"Prof. Derek breaks free from the rope, takes the ax, and kills Russ but catches on fire in the process."
tt0096769,me7nuXZfXVM,"When the car won't start, Amy runs away but is attacked and mauled by wild dogs."
tt0096769,skMchQx_U_k,"Alex gets a disturbing call from a man and when she tries to warn her friend about him, she's too late."
tt0049414,chlwxs2dfVA,"Promising to marry her, Bud takes Dorie to the roof of the courthouse, but his motives might be sinister."
tt0049414,EimQSagV_8k,Bud concocts poisonous pills intended for his pregnant girlfriend.
tt0096769,irglCpn_Hs8,Russ exacts his revenge against Prof. Derek by tying him up and starting a gas fire ring around him.
tt0096769,fiziIJ6zTU8,Wild dogs attack the girls' car and the dog's master jumps on top and stabs through the roof as they drive away.
tt0096769,XRUO2E9UQro,"Alex limps away on her crutches from Richard, but after she stabs him, he may still have some fight in him..."
tt0049414,dKleqAHv-Zw,Ellen and Bud struggle for dear life near a perilous cliff top.
tt0096769,roxNsu1YELE,Allison wakes up and realizes that the terror she was running from was all just a nightmare.
tt0096769,vSjkkQ6Bfc4,Prof. Derek turns a cynical student into a believer of real fear when he points a gun on him and pulls the trigger.
tt0303714,MCtE3Y28IR0,An angry woman takes out her anger on a barber shop patron's car.
tt0069897,tTrgUKsKetY,Omar ties up King George and drags him from the car as Studs watches in horror.
tt0086946,g0HwVyKSC_8,"Lee dances for Tracy's class, but when the teacher won't replay the video, Double K takes the tape."
tt0049414,LHVll_0Hmh4,Ellen tells Gordon how she's piecing the clues together about her sister's apparent suicide.
tt0049414,3SessG74yMk,Ellen questions Bud about why he hid his past with her murdered sister.
tt0283897,kNMc5CKw4G0,"John and Manuela get to know one another better as they talk about love, life, and family."
tt0049414,Ejp4AjvBuGw,"Bud kills Dwight, making it look like a suicide."
tt0049414,8BY36nM4_HI,Ellen falls in love with Bud.
tt0049414,nWRelGmpmxQ,Things backfire for Ellen when she tries to get the drop on her sister's suspected murderer.
tt0049414,ZYOhqPzYRjs,"After giving Dorie poison the day before, Bud is shocked to see her at class."
tt0049414,80htzZ3-XwA,Bud tells Dorie he'll marry her if she's still pregnant after a few days.
tt0283897,tJHkiRzd05M,"John and Manuela go for a dance lesson, and then later, to the zoo, where Manuela reveals her admiration for the black panther because of its inherent elegance."
